S.No,Primary Vulnerability,Exploit,Result,Code
153,Broken Object Property Level Authorization,Improper Use of Object References,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

# Dummy data (normally would come from a database)
users = [
    {'id': 1, 'username': 'alice', 'role': 'admin'},
    {'id': 2, 'username': 'bob', 'role': 'user'}
]

# Mock authentication function to simulate a logged-in user
# In a real application, this should come from a session or token
def get_logged_in_user():
    # Simulate a logged-in user with role 'user' (could be 'admin' for different access)
    return {'id': 2, 'username': 'bob', 'role': 'user'}

@app.route('/api/users/<int:user_id>', methods=['GET'])
def get_user(user_id):
    user = next((user for user in users if user['id'] == user_id), None)

    if not user:
        return jsonify({'error': 'User not found'}), 404

    logged_in_user = get_logged_in_user()

    # Example of role-based access control
    if logged_in_user['role'] != 'admin' and logged_in_user['id'] != user_id:
        return jsonify({'error': 'Unauthorized access'}), 403

    return jsonify({'username': user['username']}), 200

if __name__ == '__main__':
    app.run(debug=True)"
154,Broken Authentication,Secure Authentication Implementation,Good,"from flask import Flask, request, jsonify
from werkzeug.security import generate_password_hash, check_password_hash
import os
app = Flask(__name__)
app.secret_key = os.environ.get('SECRET_KEY')

users_db = {}

@app.route('/register', methods=['POST'])
def register():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if len(password) < 12:
        return jsonify({{""error"": ""Password must be at least 12 characters""}}), 400
    
    hashed = generate_password_hash(password)
    users_db[username] = hashed
    return jsonify({{""success"": True}})

@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    
    stored_hash = users_db.get(username)
    if stored_hash and check_password_hash(stored_hash, password):
        token = generate_secure_token(username)
        return jsonify({{""token"": token}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401

if __name__ == '__main__':
    app.run()"
155,Server Side Request Forgery,SSRF in Image Processing,Error,"from flask import Flask, request, jsonify
import requests
from PIL import Image
from io import BytesIO
app = Flask(__name__)

@app.route('/process-image', methods=['POST'])
def process_image():
    image_url = request.json.get('image_url')
    response = requests.get(image_url)
    img = Image.open(BytesIO(response.content))
    return jsonify({{""size"": img.size}})

if __name__ == '__main__':
    app.run()"
156,Broken Object Property Level Authorization,Lack of Authorization Check,Good,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Dummy data (normally would come from a database)
users = [
    {'id': 1, 'username': 'alice', 'role': 'admin'},
    {'id': 2, 'username': 'bob', 'role': 'user'}
]

# Simulate current user (for example purposes only)
def get_current_user():
    # In a real application, this should be obtained from session/authentication
    # For example, assume the current user is 'bob' with id 2
    return {'id': 2, 'username': 'bob', 'role': 'user'}

@app.route('/api/users/<int:user_id>', methods=['GET'])
def get_user(user_id):
    # Retrieve the user from the data
    user = next((user for user in users if user['id'] == user_id), None)

    if not user:
        return jsonify({'error': 'User not found'}), 404

    # Get the current user
    current_user = get_current_user()

    # Authorization check
    if current_user['role'] != 'admin' and current_user['id'] != user_id:
        return jsonify({'error': 'Unauthorized access'}), 403

    return jsonify({'username': user['username']}), 200

if __name__ == '__main__':
    app.run(debug=True)"
157,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def admin_required(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        token = request.headers.get('Authorization')
        user = verify_token(token)
        if not user or user.get('role') != 'admin':
            return jsonify({{""error"": ""Admin access required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/admin/users', methods=['GET'])
@admin_required
def get_all_users():
    users = database.get_all_users()
    return jsonify(users)

@app.route('/admin/delete/<int:user_id>', methods=['DELETE'])
@admin_required
def delete_user(user_id):
    database.delete_user(user_id)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
158,Improper Inventory Management,Exposed Internal Endpoints,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/api/v1/internal/users')
def internal_users():
    return jsonify(database.get_all_internal_users())

@app.route('/api/v2/users')
def v2_users():
    return jsonify(database.get_users())

@app.route('/api/beta/experimental')
def beta_endpoint():
    return jsonify({{""data"": ""experimental feature""}})

if __name__ == '__main__':
    app.run()"
159,Broken Object Level Authorizatio,Lack of Ownership Verification,Good,"from flask import Flask, request, jsonify

app = Flask(__name__)

# Mock user data
users = {
    1: {""name"": ""Alice"", ""email"": ""alice@example.com""},
    2: {""name"": ""Bob"", ""email"": ""bob@example.com""}
}

# Mock token data
tokens = {
    ""token123"": 1,  # Token for user 1
    ""token456"": 2   # Token for user 2
}

def get_authenticated_user():
    token = request.headers.get('Authorization')
    if token and token in tokens:
        return tokens[token]
    return None

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    authenticated_user_id = get_authenticated_user()
    if authenticated_user_id is None:
        return jsonify({""error"": ""Unauthorized""}), 401
    
    if authenticated_user_id != user_id:
        return jsonify({""error"": ""Forbidden""}), 403

    if user_id in users:
        user_data = request.json
        users[user_id].update(user_data)
        return jsonify({""success"": ""User updated successfully""})
    else:
        return jsonify({""error"": ""User not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
160,Broken Object Property Level Authorization,Mass Assignment,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""role"": ""user"", ""balance"": 100}}}}

@app.route('/user/<int:user_id>', methods=['PUT'])
def update_user(user_id):
    if user_id in users:
        users[user_id].update(request.json)
        return jsonify({{""success"": True}})
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
161,Unsafe Consumption of APIs,Insecure Data Transmission,Good,"from flask import Flask, request, jsonify
import requests

app = Flask(__name__)

@app.route('/transmit_data', methods=['POST'])
def transmit_data():
    user_input = request.json.get('user_input')

    # Updated endpoint to use HTTPS for secure communication
    response = requests.post(
        'https://secure.api.com/transmit',  # Use HTTPS for secure connection
        json={'data': user_input}
    )

    return jsonify(response.json()), 200"
162,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
163,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
164,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse
app = Flask(__name__)

ALLOWED_HOSTS = ['api.trusted.com', 'cdn.example.com']

def is_safe_url(url):
    try:
        parsed = urlparse(url)
        if parsed.scheme not in ['http', 'https']:
            return False
        if parsed.hostname not in ALLOWED_HOSTS:
            return False
        if parsed.port and parsed.port not in [80, 443]:
            return False
        return True
    except:
        return False

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    
    if not is_safe_url(url):
        return jsonify({{""error"": ""URL not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
165,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
166,Unsafe Consumption of APIs,Lack of Input Validation,Good,"from flask import Flask, request, jsonify, abort
import requests
import re

app = Flask(__name__)

@app.route('/vulnerable_api', methods=['POST'])
def vulnerable_api():
    user_input = request.json.get('user_input')

    # Validate input
    if not user_input:
        abort(400, description=""user_input is required"")
    
    # Example validation: Ensure user_input is a valid alphanumeric string
    if not isinstance(user_input, str) or not re.match(r'^[a-zA-Z0-9_-]+$', user_input):
        abort(400, description=""Invalid user_input format"")

    # Sanitize input
    sanitized_input = re.sub(r'[^a-zA-Z0-9_-]', '', user_input)

    # Use parameterized URL construction to avoid injection issues
    url = f'https://external.api.com/data/{sanitized_input}'
    response = requests.get(url)

    # Handle response errors
    if response.status_code != 200:
        abort(response.status_code, description=""External API request failed"")

    return jsonify(response.json()), 200"
167,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
168,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_role(role):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or user.get('role') != role:
                return jsonify({{""error"": ""Forbidden""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/admin/users', methods=['GET'])
@require_role('admin')
def list_all_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
169,Unrestricted Resource Consumption,Unrestricted Database Queries,Error,"from flask import Flask, request
from flask_sqlalchemy import SQLAlchemy

app = Flask(__name__)
app.config['SQLALCHEMY_DATABASE_URI'] = 'sqlite:///example.db'
db = SQLAlchemy(app)

class User(db.Model):
    id = db.Column(db.Integer, primary_key=True)
    name = db.Column(db.String(80), nullable=False)

@app.route('/users')
def get_users():
    limit = int(request.args.get('limit', '100'))  # default to 100 if not provided
    users = User.query.limit(limit).all()
    return {""users"": [user.name for user in users]}

if __name__ == '__main__':
    app.run(debug=True)"
170,Broken Authentication,Hardcoded Credentials,Good,"from flask import Flask, request, jsonify
import os
from dotenv import load_dotenv

# Load environment variables from .env file
load_dotenv()

app = Flask(__name__)

# Get credentials from environment variables
USERNAME = os.getenv('USERNAME')
PASSWORD = os.getenv('PASSWORD')

@app.route('/login', methods=['POST'])
def login():
    data = request.get_json()
    if data['username'] == USERNAME and data['password'] == PASSWORD:
        return jsonify({""message"": ""Login successful!""}), 200
    else:
        return jsonify({""message"": ""Invalid credentials""}), 401

if __name__ == '__main__':
    app.run(debug=True)"
171,Broken Object Property Level Authorization,Unvalidated Property Update,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

products = {{1: {{""name"": ""Item"", ""price"": 100, ""discount"": 0}}}}

@app.route('/product/<int:id>', methods=['PATCH'])
def update_product(id):
    for key, value in request.json.items():
        products[id][key] = value
    return jsonify(products[id])

if __name__ == '__main__':
    app.run()"
172,Broken Authentication,Weak Password Policy,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/register', methods=['POST'])
def register():
    username = request.json.get('username')
    password = request.json.get('password')
    
    if len(password) >= 4:
        save_user(username, password)
        return jsonify({{""success"": True}})
    return jsonify({{""error"": ""Password too short""}})

if __name__ == '__main__':
    app.run()"
173,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_role(role):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or user.get('role') != role:
                return jsonify({{""error"": ""Forbidden""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/admin/users', methods=['GET'])
@require_role('admin')
def list_all_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
174,Improper Inventory Management,Deprecated Endpoint Active,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/v1/login', methods=['POST'])
def old_login():
    # Deprecated: uses weak auth
    if request.json['pass'] == 'admin':
        return jsonify({{""token"": ""weak_token""}})
    return jsonify({{""error"": ""Invalid""}}), 401

@app.route('/api/v2/login', methods=['POST'])
def new_login():
    return authenticate_properly(request.json)

if __name__ == '__main__':
    app.run()"
175,Unsafe Consumption of APIs,Trusting External Data,Error,"from flask import Flask, jsonify
import requests
app = Flask(__name__)

@app.route('/product/<id>')
def get_product(id):
    response = requests.get(f'https://partner-api.com/products/{{id}}')
    product = response.json()
    
    # Directly using external data in SQL
    database.execute(f""INSERT INTO products VALUES ('{{product['name']}}', {{product['price']}})"")
    return jsonify(product)

if __name__ == '__main__':
    app.run()"
176,Broken Authentication,Insecure Session Management,Error,"from flask import Flask, request, session
app = Flask(__name__)
app.secret_key = 'secret'

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    session['user'] = username
    session['logged_in'] = True
    return ""Logged in""

@app.route('/dashboard')
def dashboard():
    if session.get('logged_in'):
        return f""Welcome {{session['user']}}""
    return ""Please login""

if __name__ == '__main__':
    app.run()"
177,Broken Authentication,Insecure Session Management,Error,"from flask import Flask, request, jsonify, session
import hashlib

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# User data for demonstration purposes
users = {
    'user1': 'password1',
    'user2': 'password2'
}

@app.route('/login', methods=['POST'])
def login():
    data = request.get_json()
    username = data['username']
    password = data['password']

    if username in users and users[username] == password:
        # Predictable session ID
        session_id = hashlib.md5(username.encode()).hexdigest()
        session['user'] = session_id
        return jsonify({""message"": ""Login successful!"", ""session_id"": session_id}), 200
    else:
        return jsonify({""message"": ""Invalid credentials""}), 401

if __name__ == '__main__':
    app.run(debug=True)"
178,Broken Function Level Authorization,No Authorization Check,Good,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# Simulating a user database
users = {
    'user1': {'username': 'user1', 'password': 'password1', 'role': 'user'},
    'admin': {'username': 'admin', 'password': 'adminpass', 'role': 'admin'}
}

# Simulated login route
@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    user = users.get(username)
    if user and user['password'] == password:
        session['username'] = username
        session['role'] = user['role']
        return jsonify({'message': 'Logged in successfully!'})
    return jsonify({'message': 'Invalid credentials!'}), 401

# Admin function with role check
@app.route('/admin/delete_user', methods=['POST'])
def delete_user():
    if 'username' not in session or session.get('role') != 'admin':
        return jsonify({'message': 'Unauthorized!'}), 401

    user_to_delete = request.json.get('username')
    if user_to_delete in users:
        del users[user_to_delete]
        return jsonify({'message': f'User {user_to_delete} deleted successfully!'})
    return jsonify({'message': 'User not found!'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
179,Improper Inventory Management,Insufficient Authentication and Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
import jwt
import datetime

app = Flask(__name__)

# Secret key for JWT encoding/decoding
SECRET_KEY = 'your_secret_key'

# Example of a token for an admin (for demonstration purposes)
admin_token = jwt.encode({'role': 'admin', 'exp': datetime.datetime.utcnow() + datetime.timedelta(hours=1)}, SECRET_KEY, algorithm='HS256')

inventory = {
    'item1': 100,
    'item2': 50,
    'item3': 75
}

def token_required(f):
    @wraps(f)
    def decorated_function(*args, **kwargs):
        token = request.headers.get('Authorization')
        if not token:
            return jsonify({'error': 'Token is missing'}), 401
        try:
            data = jwt.decode(token, SECRET_KEY, algorithms=['HS256'])
            if data['role'] != 'admin':
                return jsonify({'error': 'Permission denied'}), 403
        except jwt.ExpiredSignatureError:
            return jsonify({'error': 'Token has expired'}), 401
        except jwt.InvalidTokenError:
            return jsonify({'error': 'Invalid token'}), 401
        return f(*args, **kwargs)
    return decorated_function

@app.route('/add_item', methods=['POST'])
@token_required
def add_item():
    data = request.get_json()
    item_name = data.get('item_name')
    quantity = data.get('quantity')

    if item_name and quantity:
        inventory[item_name] = quantity
        return jsonify({'message': 'Item added to inventory'}), 200
    else:
        return jsonify({'error': 'Invalid input data'}), 400

if __name__ == '__main__':
    app.run(debug=True)"
180,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask, jsonify
import os
import logging
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
logging.basicConfig(level=logging.ERROR)

@app.errorhandler(Exception)
def handle_error(e):
    logging.error(f""Error: {{e}}"")
    return jsonify({{""error"": ""An error occurred""}}), 500

@app.route('/user/<int:id>')
def get_user(id):
    user = database.get_user(id)
    return jsonify(user)

if __name__ == '__main__':
    app.run()"
181,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
182,Broken Function Level Authorization,Missing Role Check in URL Routing,Good,"from flask import Flask, request, jsonify, session

app = Flask(__name__)
app.secret_key = 'supersecretkey'

# Simulating a user database
users = {
    'user1': {'username': 'user1', 'password': 'password1', 'role': 'user'},
    'admin': {'username': 'admin', 'password': 'adminpass', 'role': 'admin'}
}

# Simulated login route
@app.route('/login', methods=['POST'])
def login():
    username = request.json.get('username')
    password = request.json.get('password')
    user = users.get(username)
    if user and user['password'] == password:
        session['username'] = username
        session['role'] = user['role']
        return jsonify({'message': 'Logged in successfully!'})
    return jsonify({'message': 'Invalid credentials!'}), 401

# Role check added to the endpoint
@app.route('/admin/update_user/<username>', methods=['POST'])
def update_user(username):
    if 'username' not in session:
        return jsonify({'message': 'Unauthorized!'}), 401
    
    if session.get('role') != 'admin':
        return jsonify({'message': 'Forbidden! You do not have the required role.'}), 403

    new_data = request.json
    if username in users:
        users[username].update(new_data)
        return jsonify({'message': f'User {username} updated successfully!'})
    return jsonify({'message': 'User not found!'}), 404

if __name__ == '__main__':
    app.run(debug=True)"
183,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
184,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {{1: {{""name"": ""Alice"", ""email"": ""alice@example.com""}},
         2: {{""name"": ""Bob"", ""email"": ""bob@example.com""}}}}
api_keys = {{""key_alice"": 1, ""key_bob"": 2}}

def get_user_from_token(token):
    return api_keys.get(token)

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    token = request.headers.get('Authorization')
    if not token:
        return jsonify({{""error"": ""Missing authorization""}}), 401
    
    requesting_user = get_user_from_token(token)
    if requesting_user != user_id:
        return jsonify({{""error"": ""Unauthorized""}}), 403
    
    user = users.get(user_id)
    if user:
        return jsonify(user)
    return jsonify({{""error"": ""Not found""}}), 404

if __name__ == '__main__':
    app.run()"
185,Improper Inventory Management,Exposed Internal Endpoints,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/api/v1/internal/users')
def internal_users():
    return jsonify(database.get_all_internal_users())

@app.route('/api/v2/users')
def v2_users():
    return jsonify(database.get_users())

@app.route('/api/beta/experimental')
def beta_endpoint():
    return jsonify({{""data"": ""experimental feature""}})

if __name__ == '__main__':
    app.run()"
186,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
187,Improper Inventory Management,Deprecated Endpoint Active,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/api/v1/login', methods=['POST'])
def old_login():
    # Deprecated: uses weak auth
    if request.json['pass'] == 'admin':
        return jsonify({{""token"": ""weak_token""}})
    return jsonify({{""error"": ""Invalid""}}), 401

@app.route('/api/v2/login', methods=['POST'])
def new_login():
    return authenticate_properly(request.json)

if __name__ == '__main__':
    app.run()"
188,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
189,Broken Object Level Authorization,Unfiltered Resource Access,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

database = {1: {""owner"": 1, ""content"": ""Private data""},
              2: {""owner"": 2, ""content"": ""Secret info""}}

@app.route('/api/account/<int:user_id>', methods=['PUT'])
def update_account(user_id):
    if user_id in database:
        database[user_id].update(request.json)
        return jsonify({""success"": ""Updated""})
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
190,Improper Inventory Management,Lack of Input Validation,Error,"from flask import Flask, request, jsonify

app = Flask(__name__)

inventory = {
    'item1': 100,
    'item2': 50,
    'item3': 75
}

@app.route('/update_inventory', methods=['POST'])
def update_inventory():
    data = request.get_json()

    item_name = data.get('item_name')
    quantity = data.get('quantity')

    if item_name and quantity:
        if item_name in inventory:
            inventory[item_name] += quantity  # Vulnerable code: No input validation
            return jsonify({'message': 'Inventory updated successfully'}), 200
        else:
            return jsonify({'error': 'Item not found in inventory'}), 404
    else:
        return jsonify({'error': 'Invalid input data'}), 400

if __name__ == '__main__':
    app.run(debug=True)"
191,Broken Object Property Level Authorization,Sensitive Data Exposure,Error,"from flask import Flask, jsonify
app = Flask(__name__)

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc123"", ""ssn"": ""123-45-6789""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    return jsonify(users.get(user_id, {{}}))

if __name__ == '__main__':
    app.run()"
192,Unsafe Consumption of APIs,Insufficient Authentication Check,Error,"from flask import Flask, request, jsonify
import requests

app = Flask(__name__)

@app.route('/secure_api', methods=['POST'])
def secure_api():
    api_key = request.headers.get('X-API-Key')
    if not api_key:
        return jsonify({'error': 'Unauthorized access'}), 401

    user_input = request.json.get('user_input')

    # Assume this endpoint consumes an authenticated external API
    response = requests.post(
        'https://external.api.com/data',
        headers={'X-API-Key': api_key},
        json={'user_input': user_input}
    )

    return jsonify(response.json()), 200"
193,Security Misconfiguration,Verbose Error Messages,Error,"from flask import Flask, jsonify
app = Flask(__name__)

@app.route('/user/<int:id>')
def get_user(id):
    try:
        user = database.get_user(id)
        return jsonify(user)
    except Exception as e:
        return jsonify({{""error"": str(e), ""traceback"": traceback.format_exc()}}), 500

if __name__ == '__main__':
    app.run()"
194,Server Side Request Forgery,SSRF with Redirects,Error,"from flask import Flask, request, jsonify
import urllib.request
app = Flask(__name__)

@app.route('/proxy', methods=['GET'])
def proxy():
    url = request.args.get('url')
    with urllib.request.urlopen(url) as response:
        return response.read()

if __name__ == '__main__':
    app.run()"
195,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask
import os
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
app.config['DEBUG'] = False
app.config['TESTING'] = False

@app.after_request
def add_security_headers(response):
    response.headers['X-Content-Type-Options'] = 'nosniff'
    response.headers['X-Frame-Options'] = 'DENY'
    response.headers['X-XSS-Protection'] = '1; mode=block'
    response.headers['Strict-Transport-Security'] = 'max-age=31536000; includeSubDomains'
    response.headers['Content-Security-Policy'] = ""default-src 'self'""
    return response

@app.route('/')
def home():
    return ""Hello World""

if __name__ == '__main__':
    app.run(host='127.0.0.1')"
196,Security Misconfiguration,Default Secret Key,Error,"from flask import Flask, session
app = Flask(__name__)
app.secret_key = 'secret'

@app.route('/login')
def login():
    session['user'] = 'admin'
    return ""Logged in""

if __name__ == '__main__':
    app.run()"
