S.No,Primary Vulnerability,Exploit,Result,Code
346,Unsafe Consumption of APIs,Parameterized Query,Good,"from django.http import JsonResponse
import psycopg2

def get_user(request):
    user_id = request.GET.get('id')
    conn = psycopg2.connect(""dbname=app user=admin"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = %s"", (user_id,))
    return JsonResponse({{""user"": cursor.fetchone()}})"
347,Broken Authentication,Secure JWT Implementation,Good,"import jwt
import os
from flask import Flask, request, jsonify
from datetime import datetime, timedelta
app = Flask(__name__)

SECRET = os.environ.get('JWT_SECRET')

@app.route('/login', methods=['POST'])
def login():
    user = authenticate(request.json)
    if user:
        payload = {{
            ""user_id"": user.id,
            ""exp"": datetime.utcnow() + timedelta(hours=1),
            ""iat"": datetime.utcnow()
        }}
        token = jwt.encode(payload, SECRET, algorithm=""HS256"")
        return jsonify({{""token"": token}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401"
348,Unsafe Consumption of APIs,Lack of Input Validation,Error,"from flask import Flask, request, jsonify
import requests

app = Flask(__name__)

@app.route('/impl_api', methods=['POST'])
def impl_api():
    user_input = request.json.get('user_input')

    # Assume this endpoint consumes an external API
    response = requests.get(f'https://external.api.com/data/{user_input}')

    return jsonify(response.json()), 200"
349,Security Misconfiguration,Logging Sensitive Data,Error,"from flask import Flask, request
import logging
app = Flask(__name__)

@app.route('/payment', methods=['POST'])
def payment():
    card_number = request.json['card']
    cvv = request.json['cvv']
    logging.debug(f""Processing payment: {{card_number}}, CVV: {{cvv}}"")
    return process_payment(card_number, cvv)"
350,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
import ipaddress
from urllib.parse import urlparse
import socket
app = Flask(__name__)

def is_internal_ip(hostname):
    try:
        ip = socket.gethostbyname(hostname)
        ip_obj = ipaddress.ip_address(ip)
        return ip_obj.is_private or ip_obj.is_loopback or ip_obj.is_reserved
    except:
        return True

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    parsed = urlparse(url)
    
    if is_internal_ip(parsed.hostname):
        return jsonify({{""error"": ""Internal URLs not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
351,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import subprocess
app = Flask(__name__)

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    subprocess.run(f'convert {{filename}} output.png', shell=True)
    return ""Converted"""
352,Broken Object Level Authorization,Inadequate User Validation,Error,"from flask import Flask, jsonify
app = Flask(__name__)

users = [
    {""id"": 1, ""user_id"": 1, ""data"": ""User 1 private""},
    {""id"": 2, ""user_id"": 2, ""data"": ""User 2 private""}
]

@app.route('/account', methods=['GET'])
def list_users():
    return jsonify(users)

if __name__ == '__main__':
    app.run()"
353,Unsafe Consumption of APIs,Parameterized Query,Good,"from flask import Flask, request
import mysql.connector
app = Flask(__name__)

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = mysql.connector.connect(host='localhost', database='app')
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username=%s AND password=%s"", (username, password))
    return ""Success"" if cursor.fetchone() else ""Failed"""
354,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from fastapi import FastAPI
from fastapi.responses import HTMLResponse
app = FastAPI()

@app.get(""/comment"", response_class=HTMLResponse)
def show_comment(text: str):
    return f""<div class='comment'>{{text}}</div>"""
355,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
356,Unsafe Consumption of APIs,Insecure Deserialization,Error,"from flask import Flask, request
import marshal
app = Flask(__name__)

@app.route('/execute', methods=['POST'])
def execute():
    code = marshal.loads(request.data)
    exec(code)
    return ""Executed"""
357,Server Side Request Forgery,SSRF in Image Processing,Error,"from flask import Flask, request, jsonify
import requests
from PIL import Image
from io import BytesIO
app = Flask(__name__)

@app.route('/process-image', methods=['POST'])
def process_image():
    image_url = request.json.get('image_url')
    response = requests.get(image_url)
    img = Image.open(BytesIO(response.content))
    return jsonify({{""size"": img.size}})

if __name__ == '__main__':
    app.run()"
358,Broken Object Property Level Authorization,Unvalidated Property Update,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

products = {{1: {{""name"": ""Item"", ""price"": 100, ""discount"": 0}}}}

@app.route('/product/<int:id>', methods=['PATCH'])
def update_product(id):
    for key, value in request.json.items():
        products[id][key] = value
    return jsonify(products[id])

if __name__ == '__main__':
    app.run()"
359,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
360,Server Side Request Forgery,SSRF with Redirects,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse

app = Flask(__name__)

# Define a list of allowed domains
ALLOWED_DOMAINS = {'example.com', 'anotherexample.com'}

def is_url_safe(url):
    try:
        parsed_url = urlparse(url)
        domain = parsed_url.netloc
        return domain in ALLOWED_DOMAINS
    except Exception:
        return False

@app.route('/redirect')
def redirect_fetch():
    url = request.args.get('url')
    if not url:
        return jsonify({'error': 'No URL provided'}), 400
    
    if not is_url_safe(url):
        return jsonify({'error': 'URL is not allowed'}), 400
    
    try:
        response = requests.get(url, allow_redirects=True, timeout=5)
        return jsonify({'content': response.text})
    except Exception as e:
        return jsonify({'error': str(e)}), 500

if __name__ == '__main__':
    app.run(debug=True)"
361,Security Misconfiguration,CORS Misconfiguration,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.after_request
def add_cors(response):
    origin = request.headers.get('Origin')
    response.headers['Access-Control-Allow-Origin'] = origin
    response.headers['Access-Control-Allow-Credentials'] = 'true'
    return response

@app.route('/api/user')
def get_user():
    return jsonify(get_current_user())"
362,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_permission(permission):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or permission not in user.get('permissions', []):
                return jsonify({{""error"": ""Permission denied""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/api/settings', methods=['PUT'])
@require_permission('settings:write')
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
363,Broken Authentication,Secure JWT Implementation,Good,"import jwt
import os
from flask import Flask, request, jsonify
from datetime import datetime, timedelta
app = Flask(__name__)

SECRET = os.environ.get('JWT_SECRET')

@app.route('/login', methods=['POST'])
def login():
    user = authenticate(request.json)
    if user:
        payload = {{
            ""user_id"": user.id,
            ""exp"": datetime.utcnow() + timedelta(hours=1),
            ""iat"": datetime.utcnow()
        }}
        token = jwt.encode(payload, SECRET, algorithm=""HS256"")
        return jsonify({{""token"": token}})
    return jsonify({{""error"": ""Invalid credentials""}}), 401"
364,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

def mask_card(card):
    return f""****{{card[-4:]}}""

@app.route('/payment', methods=['POST'])
def payment():
    card_number = request.json['card']
    cvv = request.json['cvv']
    logging.info(f""Processing payment for card: {{mask_card(card_number)}}"")
    return process_payment(card_number, cvv)"
365,Broken Object Level Authorization,Missing Role-Based Access Control,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {}

@app.route('/api/user/<int:user_id>', methods=['DELETE'])
def delete_user(user_id):
    if user_id in users:
        del users[user_id]
        return jsonify({""success"": ""Deleted""})
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run()"
366,Security Misconfiguration,Proper Output Encoding,Good,"from django.http import HttpResponse
from django.utils.html import escape

def search_results(request):
    query = escape(request.GET.get('q', ''))
    return HttpResponse(f""<html><body>Results for: {{query}}</body></html>"")"
367,Unsafe Consumption of APIs,Trusting External Data,Error,"from flask import Flask, jsonify
import requests
app = Flask(__name__)

@app.route('/product/<id>')
def get_product(id):
    response = requests.get(f'https://partner-api.com/products/{{id}}')
    product = response.json()
    
    # Directly using external data in SQL
    database.execute(f""INSERT INTO products VALUES ('{{product['name']}}', {{product['price']}})"")
    return jsonify(product)

if __name__ == '__main__':
    app.run()"
368,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def admin_required(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        token = request.headers.get('Authorization')
        user = verify_token(token)
        if not user or user.get('role') != 'admin':
            return jsonify({{""error"": ""Admin access required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/admin/users', methods=['GET'])
@admin_required
def get_all_users():
    users = database.get_all_users()
    return jsonify(users)

@app.route('/admin/delete/<int:user_id>', methods=['DELETE'])
@admin_required
def delete_user(user_id):
    database.delete_user(user_id)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
369,Unrestricted Access to Sensitive Business Flows,Protected Business Flow,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_auth(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        user = authenticate_request(request)
        if not user:
            return jsonify({{""error"": ""Unauthorized""}}), 401
        return f(*args, **kwargs)
    return decorated

def require_2fa(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        otp = request.headers.get('X-OTP')
        if not verify_otp(get_current_user(), otp):
            return jsonify({{""error"": ""2FA required""}}), 403
        return f(*args, **kwargs)
    return decorated

@app.route('/transfer', methods=['POST'])
@require_auth
@require_2fa
def transfer_money():
    user = get_current_user()
    from_account = request.json['from']
    
    if not user_owns_account(user, from_account):
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    amount = request.json['amount']
    if amount > get_daily_limit(user):
        return jsonify({{""error"": ""Exceeds daily limit""}}), 400
    
    execute_transfer(from_account, request.json['to'], amount)
    log_transaction(user, from_account, request.json['to'], amount)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
370,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

logging.basicConfig(level=logging.INFO)

@app.route('/login', methods=['POST'])
def login():
    username = request.json['username']
    password = request.json['password']
    logging.info(f""Login attempt for user: {{username}}"")
    return authenticate(username, password)"
371,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
from werkzeug.utils import secure_filename
app = Flask(__name__)

ALLOWED_EXT = ['jpg', 'png', 'gif']

@app.route('/convert')
def convert():
    filename = request.args.get('file')
    safe_name = secure_filename(filename)
    if not any(safe_name.endswith(ext) for ext in ALLOWED_EXT):
        abort(400)
    subprocess.run(['convert', safe_name, 'output.png'], check=True)
    return ""Converted"""
372,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
import os
app = Flask(__name__)

ALLOWED_EXTENSIONS = {{'png', 'jpg', 'jpeg', 'gif'}}
MAX_FILE_SIZE = 5 * 1024 * 1024  # 5MB

def allowed_file(filename):
    return '.' in filename and filename.rsplit('.', 1)[1].lower() in ALLOWED_EXTENSIONS

@app.route('/upload', methods=['POST'])
def upload():
    file = request.files.get('file')
    if not file:
        return jsonify({{""error"": ""No file""}}), 400
    
    if not allowed_file(file.filename):
        return jsonify({{""error"": ""Invalid file type""}}), 400
    
    file.seek(0, os.SEEK_END)
    if file.tell() > MAX_FILE_SIZE:
        return jsonify({{""error"": ""File too large""}}), 400
    file.seek(0)
    
    secure_filename = werkzeug.utils.secure_filename(file.filename)
    file.save(os.path.join('/uploads', secure_filename))
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
373,Security Misconfiguration,Cross-Site Scripting (XSS),Error,"from flask import Flask, request
app = Flask(__name__)

@app.route('/greet')
def greet():
    name = request.args.get('name', 'Guest')
    return f""<html><body><h1>Hello {{name}}!</h1></body></html>"""
374,Unsafe Consumption of APIs,Safe Deserialization,Good,"from flask import Flask, request
import yaml
app = Flask(__name__)

@app.route('/config', methods=['POST'])
def config():
    content = request.data.decode('utf-8')
    config = yaml.safe_load(content)
    return str(config)"
375,Unsafe Consumption of APIs,Safe Deserialization,Good,"from flask import Flask, request, jsonify
import json
app = Flask(__name__)

@app.route('/load', methods=['POST'])
def load():
    try:
        data = json.loads(request.data)
        validated = validate_schema(data)
        return jsonify(validated)
    except json.JSONDecodeError:
        return jsonify({{""error"": ""Invalid JSON""}}), 400"
376,Broken Object Level Authorization,Path Traversal,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/read')
def read_file():
    path = request.args.get('path')
    with open(path, 'r') as f:
        return f.read()"
377,Unsafe Consumption of APIs,SQL Injection,Error,"from flask import Flask, request, jsonify
import sqlite3
app = Flask(__name__)

@app.route('/search')
def search():
    query = request.args.get('q')
    conn = sqlite3.connect('data.db')
    cursor = conn.cursor()
    cursor.execute(f""SELECT * FROM users WHERE name = '{{query}}'"")
    return jsonify(cursor.fetchall())"
378,Security Misconfiguration,Debug Mode Enabled,Error,"from flask import Flask
app = Flask(__name__)

@app.route('/')
def home():
    return ""Hello World""

if __name__ == '__main__':
    app.run(debug=True, host='0.0.0.0')"
379,Unsafe Consumption of APIs,No Input Validation,Error,"from flask import Flask, jsonify
import requests
app = Flask(__name__)

@app.route('/user-info/<username>')
def get_external_user(username):
    response = requests.get(f'https://external-api.com/users/{{username}}')
    user_data = response.json()
    database.save_user(user_data)
    return jsonify(user_data)

if __name__ == '__main__':
    app.run()"
380,Security Misconfiguration,Proper Output Encoding,Good,"from flask import Flask, request, escape
app = Flask(__name__)

@app.route('/greet')
def greet():
    name = escape(request.args.get('name', 'Guest'))
    return f""<html><body><h1>Hello {{name}}!</h1></body></html>"""
381,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

logging.basicConfig(level=logging.INFO)

@app.route('/login', methods=['POST'])
def login():
    username = request.json['username']
    password = request.json['password']
    logging.info(f""Login attempt for user: {{username}}"")
    return authenticate(username, password)"
382,Unsafe Consumption of APIs,SQL Injection,Error,"from fastapi import FastAPI, Query
import sqlite3
app = FastAPI()

@app.get(""/users"")
def get_users(name: str = Query(...)):
    conn = sqlite3.connect(""data.db"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name LIKE '%"" + name + ""%'"")
    return {{""users"": cursor.fetchall()}}"
383,Security Misconfiguration,Secure CORS Configuration,Good,"from flask import Flask, jsonify
from flask_cors import CORS
app = Flask(__name__)
CORS(app, origins=[""https://trusted-domain.com""], supports_credentials=True)

@app.route('/api/data')
def get_data():
    return jsonify({{""data"": ""information""}})"
384,Security Misconfiguration,Safe Logging Practice,Good,"from flask import Flask, request
import logging
app = Flask(__name__)

logging.basicConfig(level=logging.INFO)

@app.route('/login', methods=['POST'])
def login():
    username = request.json['username']
    password = request.json['password']
    logging.info(f""Login attempt for user: {{username}}"")
    return authenticate(username, password)"
385,Security Misconfiguration,Proper Output Encoding,Good,"from django.http import HttpResponse
from django.utils.html import escape

def search_results(request):
    query = escape(request.GET.get('q', ''))
    return HttpResponse(f""<html><body>Results for: {{query}}</body></html>"")"
386,Broken Object Level Authorization,Safe Path Handling,Good,"from flask import Flask, request, send_file, abort
import os
app = Flask(__name__)

UPLOAD_DIR = '/uploads'

@app.route('/download')
def download():
    filename = request.args.get('file')
    safe_path = os.path.abspath(os.path.join(UPLOAD_DIR, filename))
    if not safe_path.startswith(os.path.abspath(UPLOAD_DIR)):
        abort(403)
    if not os.path.exists(safe_path):
        abort(404)
    return send_file(safe_path)"
387,Unsafe Consumption of APIs,Parameterized Query,Good,"from fastapi import FastAPI, Query
import sqlite3
app = FastAPI()

@app.get(""/users"")
def get_users(name: str = Query(...)):
    conn = sqlite3.connect(""data.db"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name LIKE ?"", (f'%{{name}}%',))
    return {{""users"": cursor.fetchall()}}"
388,Broken Authentication,Insecure Session Management,Error,"from flask import Flask, request, session
app = Flask(__name__)
app.secret_key = 'secret'

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    session['user'] = username
    session['logged_in'] = True
    return ""Logged in""

@app.route('/dashboard')
def dashboard():
    if session.get('logged_in'):
        return f""Welcome {{session['user']}}""
    return ""Please login""

if __name__ == '__main__':
    app.run()"
389,Unrestricted Resource Consumption,Proper Resource Limits,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

MAX_LIMIT = 100
DEFAULT_LIMIT = 20

@app.route('/items', methods=['GET'])
def get_items():
    page = max(1, int(request.args.get('page', 1)))
    limit = min(MAX_LIMIT, int(request.args.get('limit', DEFAULT_LIMIT)))
    offset = (page - 1) * limit
    
    items = database.query(f""SELECT * FROM items LIMIT {{limit}} OFFSET {{offset}}"")
    total = database.count(""items"")
    
    return jsonify({{
        ""items"": items,
        ""page"": page,
        ""limit"": limit,
        ""total"": total
    }})

if __name__ == '__main__':
    app.run()"
390,Broken Object Level Authorization,Lack of Ownership Verification,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

users = {1: {""name"": ""Alice"", ""email"": ""alice@example.com"", ""balance"": 5000},
              2: {""name"": ""Bob"", ""email"": ""bob@example.com"", ""balance"": 3000}}

@app.route('/profile/<int:id>', methods=['GET'])
def get_user(id):
    user = users.get(id)
    if user:
        return jsonify(user)
    return jsonify({""error"": ""Not found""}), 404

if __name__ == '__main__':
    app.run(debug=True)"
391,Broken Function Level Authorization,Proper Function Authorization,Good,"from flask import Flask, request, jsonify
from functools import wraps
app = Flask(__name__)

def require_permission(permission):
    def decorator(f):
        @wraps(f)
        def decorated(*args, **kwargs):
            user = get_current_user()
            if not user or permission not in user.get('permissions', []):
                return jsonify({{""error"": ""Permission denied""}}), 403
            return f(*args, **kwargs)
        return decorated
    return decorator

@app.route('/api/settings', methods=['PUT'])
@require_permission('settings:write')
def update_settings():
    settings = request.json
    database.update_settings(settings)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
392,Broken Object Property Level Authorization,Sensitive Data Exposure,Error,"from flask import Flask, jsonify
app = Flask(__name__)

users = {{
    1: {{""name"": ""Alice"", ""email"": ""alice@test.com"", ""password_hash"": ""abc123"", ""ssn"": ""123-45-6789""}}
}}

@app.route('/user/<int:user_id>', methods=['GET'])
def get_user(user_id):
    return jsonify(users.get(user_id, {{}}))

if __name__ == '__main__':
    app.run()"
393,Broken Authentication,Weak JWT Algorithm,Error,"import jwt
from flask import Flask, request, jsonify
app = Flask(__name__)

SECRET = ""secret123""

@app.route('/verify')
def verify():
    token = request.headers.get('Authorization')
    try:
        data = jwt.decode(token, SECRET, algorithms=[""HS256"", ""none""])
        return jsonify(data)
    except:
        return jsonify({{""error"": ""Invalid token""}}), 401"
394,Unsafe Consumption of APIs,Parameterized Query,Good,"from flask import Flask, request, jsonify
import sqlite3
app = Flask(__name__)

@app.route('/search')
def search():
    query = request.args.get('q')
    conn = sqlite3.connect('data.db')
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE name = ?"", (query,))
    return jsonify(cursor.fetchall())"
395,Broken Object Level Authorization,Proper Authorization Check,Good,"from flask import Flask, request, jsonify
app = Flask(__name__)

records = {{1: {{""owner_id"": 1, ""data"": ""Private""}},
           2: {{""owner_id"": 2, ""data"": ""Secret""}}}}

def get_current_user():
    token = request.headers.get('Authorization')
    return verify_token(token)

@app.route('/record/<int:record_id>', methods=['PUT'])
def update_record(record_id):
    current_user = get_current_user()
    if not current_user:
        return jsonify({{""error"": ""Unauthorized""}}), 401
    
    record = records.get(record_id)
    if not record:
        return jsonify({{""error"": ""Not found""}}), 404
    
    if record['owner_id'] != current_user['id']:
        return jsonify({{""error"": ""Forbidden""}}), 403
    
    records[record_id].update(request.json)
    return jsonify({{""success"": ""Updated""}})

if __name__ == '__main__':
    app.run()"
396,Unsafe Consumption of APIs,No Input Validation,Error,"from flask import Flask, jsonify
import requests
app = Flask(__name__)

@app.route('/user-info/<username>')
def get_external_user(username):
    response = requests.get(f'https://external-api.com/users/{{username}}')
    user_data = response.json()
    database.save_user(user_data)
    return jsonify(user_data)

if __name__ == '__main__':
    app.run()"
397,Unsafe Consumption of APIs,Safe Command Execution,Good,"from flask import Flask, request, abort
import subprocess
import ipaddress
app = Flask(__name__)

@app.route('/lookup')
def lookup():
    domain = request.args.get('domain')
    try:
        ipaddress.ip_address(domain)
    except ValueError:
        if not domain.replace('.', '').replace('-', '').isalnum():
            abort(400)
    result = subprocess.run(['nslookup', domain], capture_output=True, text=True)
    return result.stdout"
398,Security Misconfiguration,Default Secret Key,Error,"from flask import Flask, session
app = Flask(__name__)
app.secret_key = 'secret'

@app.route('/login')
def login():
    session['user'] = 'admin'
    return ""Logged in""

if __name__ == '__main__':
    app.run()"
399,Unsafe Consumption of APIs,Safe Deserialization,Good,"from flask import Flask, request, jsonify
from marshmallow import Schema, fields, ValidationError
app = Flask(__name__)

class DataSchema(Schema):
    name = fields.Str(required=True)
    value = fields.Int(required=True)

@app.route('/load', methods=['POST'])
def load():
    try:
        data = DataSchema().load(request.json)
        return jsonify(data)
    except ValidationError as e:
        return jsonify({{""error"": e.messages}}), 400"
400,Security Misconfiguration,CORS Misconfiguration,Error,"from fastapi import FastAPI
from fastapi.middleware.cors import CORSMiddleware
app = FastAPI()

app.add_middleware(
    CORSMiddleware,
    allow_origins=[""*""],
    allow_credentials=True,
    allow_methods=[""*""],
    allow_headers=[""*""],
)

@app.get(""/api/data"")
def get_data():
    return {{""secret"": ""data""}}"
401,Improper Inventory Management,Proper API Versioning,Good,"from flask import Flask, jsonify, request
from functools import wraps
import os
app = Flask(__name__)

ACTIVE_VERSIONS = ['v2', 'v3']

def version_check(f):
    @wraps(f)
    def decorated(*args, **kwargs):
        version = request.path.split('/')[2] if len(request.path.split('/')) > 2 else None
        if version not in ACTIVE_VERSIONS:
            return jsonify({{""error"": ""API version deprecated or not found""}}), 404
        return f(*args, **kwargs)
    return decorated

@app.route('/api/v2/users')
@version_check
def get_users():
    return jsonify(database.get_users())

@app.route('/api/v3/users')
@version_check  
def get_users_v3():
    return jsonify(database.get_users_paginated())

if __name__ == '__main__':
    app.run()"
402,Security Misconfiguration,Secure Configuration,Good,"from flask import Flask, jsonify
import os
import logging
app = Flask(__name__)

app.config['SECRET_KEY'] = os.environ.get('SECRET_KEY')
logging.basicConfig(level=logging.ERROR)

@app.errorhandler(Exception)
def handle_error(e):
    logging.error(f""Error: {{e}}"")
    return jsonify({{""error"": ""An error occurred""}}), 500

@app.route('/user/<int:id>')
def get_user(id):
    user = database.get_user(id)
    return jsonify(user)

if __name__ == '__main__':
    app.run()"
403,Unrestricted Access to Sensitive Business Flows,Admin Operation Without Verification,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/admin/reset-password', methods=['POST'])
def reset_password():
    user_id = request.json['user_id']
    new_password = request.json['new_password']
    database.update_password(user_id, new_password)
    return jsonify({{""success"": True}})

if __name__ == '__main__':
    app.run()"
404,Unrestricted Resource Consumption,Unrestricted Database Query,Error,"from flask import Flask, request, jsonify
app = Flask(__name__)

@app.route('/search', methods=['GET'])
def search():
    query = request.args.get('q')
    limit = request.args.get('limit', 1000000)
    results = database.query(f""SELECT * FROM items WHERE name LIKE '%{{query}}%' LIMIT {{limit}}"")
    return jsonify(results)

if __name__ == '__main__':
    app.run()"
405,Unsafe Consumption of APIs,Parameterized Query,Good,"from flask import Flask, request
import mysql.connector
app = Flask(__name__)

@app.route('/login', methods=['POST'])
def login():
    username = request.form['username']
    password = request.form['password']
    conn = mysql.connector.connect(host='localhost', database='app')
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE username=%s AND password=%s"", (username, password))
    return ""Success"" if cursor.fetchone() else ""Failed"""
406,Unsafe Consumption of APIs,Command Injection,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/ping')
def ping():
    host = request.args.get('host')
    output = os.popen(f'ping -c 1 {{host}}').read()
    return output"
407,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
import ipaddress
from urllib.parse import urlparse
import socket
app = Flask(__name__)

def is_internal_ip(hostname):
    try:
        ip = socket.gethostbyname(hostname)
        ip_obj = ipaddress.ip_address(ip)
        return ip_obj.is_private or ip_obj.is_loopback or ip_obj.is_reserved
    except:
        return True

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    parsed = urlparse(url)
    
    if is_internal_ip(parsed.hostname):
        return jsonify({{""error"": ""Internal URLs not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
408,Broken Object Level Authorization,Path Traversal,Error,"from flask import Flask, request
import os
app = Flask(__name__)

@app.route('/read')
def read_file():
    path = request.args.get('path')
    with open(path, 'r') as f:
        return f.read()"
409,Security Misconfiguration,CORS Misconfiguration,Error,"from flask import Flask, jsonify
from flask_cors import CORS
app = Flask(__name__)
CORS(app, origins=""*"")

@app.route('/api/data')
def get_data():
    return jsonify({{""secret"": ""sensitive data""}})"
410,Server Side Request Forgery,URL Validation and Allowlist,Good,"from flask import Flask, request, jsonify
import requests
from urllib.parse import urlparse
app = Flask(__name__)

ALLOWED_HOSTS = ['api.trusted.com', 'cdn.example.com']

def is_safe_url(url):
    try:
        parsed = urlparse(url)
        if parsed.scheme not in ['http', 'https']:
            return False
        if parsed.hostname not in ALLOWED_HOSTS:
            return False
        if parsed.port and parsed.port not in [80, 443]:
            return False
        return True
    except:
        return False

@app.route('/fetch', methods=['POST'])
def fetch_url():
    url = request.json.get('url')
    
    if not is_safe_url(url):
        return jsonify({{""error"": ""URL not allowed""}}), 400
    
    response = requests.get(url, allow_redirects=False, timeout=5)
    return jsonify({{""content"": response.text}})

if __name__ == '__main__':
    app.run()"
411,Broken Object Level Authorization,Path Traversal,Error,"from django.http import HttpResponse
import os

def serve_file(request, filename):
    base_dir = '/var/www/files/'
    filepath = base_dir + filename
    with open(filepath, 'rb') as f:
        return HttpResponse(f.read())"
412,Unsafe Consumption of APIs,Parameterized Query,Good,"from django.http import JsonResponse
import psycopg2

def get_user(request):
    user_id = request.GET.get('id')
    conn = psycopg2.connect(""dbname=app user=admin"")
    cursor = conn.cursor()
    cursor.execute(""SELECT * FROM users WHERE id = %s"", (user_id,))
    return JsonResponse({{""user"": cursor.fetchone()}})"
