Result,Code,vulnerability_type
Error,"app = Flask(__name__)
app.config['DEBUG'] = True
app.config['SECRET_KEY'] = 'dev-key-123'

@app.route('/')
def handle_request_endpoint():
    return 'Hello World'",Misconfiguration
Good,"@app.route('/api/payment')
@login_required
def consume_api_endpoint():
    payment_data = PaymentSchema().load(request.json)
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=True,
        cert=CLIENT_CERT,
        timeout=30
    )
    if response.status_code != 200:
        audit_log('payment_failed', current_user.id)
        abort(502)
    return jsonify(PaymentResponseSchema().load(response.json()))",UnsafeAPIConsumption
Error,"@app.route('/api/user-info/<user_id>')
def consume_api_endpoint(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"")
    # Trusting external API response without validation!
    user_data = response.json()
    update_local_user(user_id, user_data)
    return jsonify(user_data)",UnsafeAPIConsumption
Error,"@app.route('/api/user/<user_id>')
def get_resource_handler(user_id):
    data = db.query(User).filter_by(id=user_id).first()
    return jsonify(data.to_dict())",BOLA
Error,"@app.route('/api/review', methods=['POST'])
def business_flow_endpoint():
    product_id = request.json['product_id']
    rating = request.json['rating']
    # Can submit multiple reviews
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_api(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/api/apply-coupon', methods=['POST'])
@login_required
def business_flow_handler():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if not coupon or not coupon.is_valid():
        return jsonify(error='Invalid coupon'), 400
    if CouponUsage.query.filter_by(user_id=current_user.id, coupon_id=coupon.id).first():
        return jsonify(error='Coupon already used'), 400
    apply_discount(current_user.cart_id, coupon.discount)
    record_coupon_usage(current_user.id, coupon.id)
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/login', methods=['POST'])
def handle_request_api():
    # No rate limiting - allows brute force!
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Error,"@app.route('/api/user/<item_id>/promote', methods=['POST'])
def admin_action_handler(item_id):
    user = User.query.get(item_id)
    user.role = 'admin'
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Error,"@app.route('/api/fetch-external')
def consume_api_route():
    service_url = request.args.get('url')
    response = requests.get(service_url, allow_redirects=True)  # Follows any redirect
    return jsonify(data=response.json())",UnsafeAPIConsumption
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource_api(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Good,"@app.route('/api/protected')
def authenticate_api():
    access_token = request.headers.get('Authorization', '').replace('Bearer ', '')
    try:
        payload = jwt.decode(access_token, SECRET_KEY, algorithms=['HS256'])
        if is_token_revoked(payload['jti']):
            abort(401)
        return jsonify(data=payload)
    except jwt.ExpiredSignatureError:
        abort(401)",BrokenAuth
Error,"app = Flask(__name__)
app.config['DEBUG'] = True
app.config['SECRET_KEY'] = 'dev-key-123'

@app.route('/')
def handle_request_endpoint():
    return 'Hello World'",Misconfiguration
Good,"if os.environ.get('FLASK_ENV') == 'development':
    @app.route('/test/create-admin')
    def create_test_admin():
        admin = User(username='testadmin', role='admin')
        db.session.add(admin)
        db.session.commit()
        return jsonify(id=admin.id)

@app.route('/api/status')
def internal_endpoint_api():
    return jsonify(status='running')",ImproperInventory
Good,"@app.route('/api/webhook', methods=['POST'])
@auth_required
def fetch_url_view():
    callback_url = request.json['callback_url']
    if not is_valid_webhook_url(callback_url):
        abort(400, 'Invalid callback URL')
    if is_internal_ip(urlparse(callback_url).hostname):
        abort(400, 'Internal IPs not allowed')
    data = process_webhook()
    requests.post(callback_url, json=data, timeout=10)
    return jsonify(success=True)",SSRF
Good,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
@auth_required
def get_resource_view(profile_id):
    if profile_id != current_user.profile_id:
        return jsonify(error='Unauthorized'), 403
    body = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(body)
    db.session.commit()
    return jsonify(success=True)",BOLA
Good,"@app.route('/api/config', methods=['PUT'])
@require_role('superadmin')
def admin_action_api():
    config = request.get_json()
    audit_log('config_update', current_user.id, config)
    update_system_config(config)
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/api/user-info/<user_id>')
@login_required
def consume_api_view(user_id):
    response = requests.get(f""{EXTERNAL_API}/users/{user_id}"", timeout=10)
    if response.status_code != 200:
        abort(502)
    user_data = response.json()
    schema = ExternalUserSchema()
    validated = schema.load(user_data)  # Validate external data
    update_local_user(user_id, validated)
    return jsonify(validated)",UnsafeAPIConsumption
Good,"@app.route('/api/payment')
@login_required
def consume_api_api():
    payment_data = PaymentSchema().load(request.json)
    response = requests.post(
        PAYMENT_API_URL,
        json=payment_data,
        verify=True,
        cert=CLIENT_CERT,
        timeout=30
    )
    if response.status_code != 200:
        audit_log('payment_failed', current_user.id)
        abort(502)
    return jsonify(PaymentResponseSchema().load(response.json()))",UnsafeAPIConsumption
Error,"@app.route('/api/third-party')
def consume_api_endpoint():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Error,"@app.route('/api/v1/users')  # Deprecated but still works
def internal_endpoint_handler():
    # Old version without authentication
    return jsonify([u.to_dict() for u in User.query.all()])

@app.route('/api/v2/users')
@jwt_required
def get_users_v2():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource_endpoint(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"@app.route('/api/orders/<order_id>')
def get_resource_endpoint(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Good,"from flask_cors import CORS
app = Flask(__name__)
CORS(app, resources={
    r""/api/*"": {""origins"": ALLOWED_ORIGINS, ""methods"": [""GET"", ""POST""]}
})

@app.route('/api/data')
@login_required
def handle_request_api():
    return jsonify(get_user_data(current_user.id))",Misconfiguration
Good,"@app.route('/api/pdf/generate', methods=['POST'])
@login_required
def fetch_url_endpoint():
    template_id = request.json['template_id']
    if template_id not in ALLOWED_TEMPLATES:
        abort(400, 'Invalid template')
    template_path = TEMPLATE_DIR / (template_id + "".html"")
    with open(template_path) as f:
        html_content = f.read()
    pdf = generate_pdf(html_content)
    return send_file(pdf)",SSRF
Good,"@app.route('/proxy/image')
@limiter.limit(""100 per minute"")
def fetch_url_view():
    image_url = request.args.get('src')
    parsed = urlparse(image_url)
    if not is_allowed_image_host(parsed.netloc):
        abort(403)
    if is_private_ip(socket.gethostbyname(parsed.hostname)):
        abort(403, 'Private IP not allowed')
    img_data = requests.get(image_url, timeout=5).content
    return Response(img_data, mimetype='image/png')",SSRF
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"app = Flask(__name__)
app.config['DEBUG'] = True
app.config['SECRET_KEY'] = 'dev-key-123'

@app.route('/')
def handle_request():
    return 'Hello World'",Misconfiguration
Error,"@app.route('/api/search')
def handle_request_handler():
    query = request.args.get('q')
    # No limit on results or requests
    results = db.query(Item).filter(Item.name.contains(query)).all()
    return jsonify([r.to_dict() for r in results])",NoRateLimit
Error,"@app.route('/api/profile', methods=['PATCH'])
def update_user_handler():
    profile = Profile.query.get(current_user.profile_id)
    profile.update(**request.json)  # All fields updated!
    db.session.commit()
    return jsonify(profile.to_dict())",MassAssignment
Error,"@app.errorhandler(Exception)
def handle_request(e):
    return jsonify(
        error=str(e),
        traceback=traceback.format_exc(),
        config=str(app.config)  # Exposes configuration!
    ), 500",Misconfiguration
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_route():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/api/purchase', methods=['POST'])
@login_required
@limiter.limit(""10 per hour"")
def business_flow_route():
    product_id = request.json['product_id']
    quantity = min(request.json['quantity'], MAX_QUANTITY_PER_ORDER)
    if get_user_purchases_today(current_user.id) >= DAILY_LIMIT:
        abort(429, 'Daily purchase limit exceeded')
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Good,"@app.route('/admin/users')
@admin_required
def admin_action_view():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/admin/users')
def admin_action_handler():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_route():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_handler(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/api/enrich')
@login_required
def consume_api_route():
    data = EnrichRequestSchema().load(request.json)
    try:
        response = requests.post(ENRICHMENT_API, json=data, timeout=15)
        enriched = EnrichResponseSchema().load(response.json())
        sanitized = sanitize_for_db(enriched)
        db.execute(""UPDATE users SET data = :data WHERE id = :id"",
                   {""data"": json.dumps(sanitized), ""id"": current_user.id})
        return jsonify(success=True)
    except ValidationError as e:
        return jsonify(error='Invalid response from enrichment API'), 502",UnsafeAPIConsumption
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_handler():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/account/edit', methods=['POST'])
@login_required
def update_user_handler():
    schema = AccountUpdateSchema(only=['name', 'timezone', 'language'])
    validated = schema.load(request.json)
    current_user.account.update(**validated)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/export/all')
@admin_required
@limiter.limit(""1 per hour"")
def handle_request_endpoint():
    limit = min(request.args.get('limit', 10000, type=int), 10000)
    records = Record.query.limit(limit).all()
    return Response(
        generate_csv(records),
        mimetype='text/csv'
    )",NoRateLimit
Good,"@app.route('/api/settings', methods=['PUT'])
@auth_required
def update_user():
    dto = SettingsDTO.from_request(request.form)
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    settings.theme = dto.theme
    settings.notifications = dto.notifications
    # is_premium and role are not updateable
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Error,"@app.route('/api/review', methods=['POST'])
def business_flow_endpoint():
    product_id = request.json['product_id']
    rating = request.json['rating']
    # Can submit multiple reviews
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/proxy/image')
def fetch_url_handler():
    image_url = request.args.get('src')
    img_data = urllib.request.urlopen(image_url).read()
    return Response(img_data, mimetype='image/png')",SSRF
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate_route():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_view():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Good,"@app.route('/admin/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def authenticate_api():
    user = authenticate_user(request.form['username'], request.form['password'])
    if user and verify_mfa(user, request.form['otp']):
        session['admin'] = True
        session.permanent = True
        return redirect('/dashboard')
    return 'Access denied', 401",BrokenAuth
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_api():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_endpoint(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Error,"@app.route('/api/data')
def authenticate_view():
    bearer_token = request.headers.get('Authorization')
    # No validation of token
    return jsonify(get_sensitive_data())",BrokenAuth
Good,"@app.route('/login', methods=['POST'])
def authenticate():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user and bcrypt.check_password_hash(user.password_hash, password):
        jwt_token = create_access_token(identity=user.id, expires_delta=timedelta(hours=1))
        return jsonify(token=jwt_token)
    return jsonify(error='Invalid credentials'), 401",BrokenAuth
Error,"@app.route('/internal/metrics')
def internal_endpoint_view():
    # Not in API docs, no auth
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=len(sessions),
        db_pool_size=db.pool_size()
    )",ImproperInventory
Error,"@app.route('/api/post/<post_id>', methods=['DELETE'])
def admin_action_api(post_id):
    post = Post.query.get(post_id)
    db.session.delete(post)
    db.session.commit()
    return jsonify(deleted=True)",BrokenFuncAuth
Good,"@app.route('/api/webhook', methods=['POST'])
@auth_required
def fetch_url_endpoint():
    callback_url = request.json['callback_url']
    if not is_valid_webhook_url(callback_url):
        abort(400, 'Invalid callback URL')
    if is_internal_ip(urlparse(callback_url).hostname):
        abort(400, 'Internal IPs not allowed')
    data = process_webhook()
    requests.post(callback_url, json=data, timeout=10)
    return jsonify(success=True)",SSRF
Error,"app = Flask(__name__)
app.config['DEBUG'] = True
app.config['SECRET_KEY'] = 'dev-key-123'

@app.route('/')
def handle_request_route():
    return 'Hello World'",Misconfiguration
Error,"@app.route('/internal/metrics')
def internal_endpoint_route():
    # Not in API docs, no auth
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=len(sessions),
        db_pool_size=db.pool_size()
    )",ImproperInventory
Error,"@app.route('/api/purchase', methods=['POST'])
def business_flow_handler():
    product_id = request.json['product_id']
    quantity = request.json['quantity']
    # No limit on quantity - scalping vulnerability
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Error,"@app.route('/debug/info')
def internal_endpoint_route():
    return jsonify(
        version=app.config['VERSION'],
        routes=[str(r) for r in app.url_map.iter_rules()],
        database=DATABASE_URL
    )",ImproperInventory
Good,"@app.route('/api/settings', methods=['PUT'])
@auth_required
def update_user_handler():
    dto = SettingsDTO.from_request(request.form)
    settings = Settings.query.filter_by(user_id=current_user.id).first()
    settings.theme = dto.theme
    settings.notifications = dto.notifications
    # is_premium and role are not updateable
    db.session.commit()
    return jsonify(settings.serialize())",MassAssignment
Error,"@app.route('/api/apply-coupon', methods=['POST'])
def business_flow_route():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if coupon:
        # No check if already used by this user
        apply_discount(current_user.cart_id, coupon.discount)
        return jsonify(success=True)
    return jsonify(error='Invalid coupon'), 400",BusinessFlow
Good,"@app.route('/api/register', methods=['POST'])
def update_user():
    content = request.get_json()
    user = User(
        username=content.get('username'),
        email=content.get('email'),
        password_hash=hash_password(content.get('password')),
        is_admin=False  # Always false for new users
    )
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"@app.route('/api/enrich')
def consume_api_route():
    data = request.json
    enriched = requests.post(ENRICHMENT_API, json=data).json()
    # No validation of enriched data
    db.execute(f""UPDATE users SET data = '{enriched}'"")
    return jsonify(success=True)",UnsafeAPIConsumption
Error,"@app.route('/api/purchase', methods=['POST'])
def business_flow_route():
    product_id = request.json['product_id']
    quantity = request.json['quantity']
    # No limit on quantity - scalping vulnerability
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Error,"@app.route('/api/profile/<profile_id>', methods=['PUT'])
def get_resource_api(profile_id):
    request_data = request.get_json()
    profile = Profile.query.get(profile_id)
    profile.update(request_data)
    db.session.commit()
    return jsonify(success=True)",BOLA
Error,"@app.route('/api/user/<obj_id>')
def get_resource_endpoint(obj_id):
    body = db.query(User).filter_by(id=obj_id).first()
    return jsonify(body.to_dict())",BOLA
Error,"@app.route('/api/post/<post_id>', methods=['DELETE'])
def admin_action(post_id):
    post = Post.query.get(post_id)
    db.session.delete(post)
    db.session.commit()
    return jsonify(deleted=True)",BrokenFuncAuth
Good,"@app.route('/api/purchase', methods=['POST'])
@login_required
@limiter.limit(""10 per hour"")
def business_flow_handler():
    product_id = request.json['product_id']
    quantity = min(request.json['quantity'], MAX_QUANTITY_PER_ORDER)
    if get_user_purchases_today(current_user.id) >= DAILY_LIMIT:
        abort(429, 'Daily purchase limit exceeded')
    order = create_order(product_id, quantity, current_user.id)
    return jsonify(order_id=order.id)",BusinessFlow
Error,"@app.route('/api/review', methods=['POST'])
def business_flow_api():
    product_id = request.json['product_id']
    rating = request.json['rating']
    # Can submit multiple reviews
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/internal/metrics')
@require_internal_network
@admin_required
def internal_endpoint():
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=count_active_sessions(),
        status='healthy'
    )",ImproperInventory
Error,"@app.route('/api/fetch-external')
def consume_api_route():
    endpoint = request.args.get('url')
    response = requests.get(endpoint, allow_redirects=True)  # Follows any redirect
    return jsonify(data=response.json())",UnsafeAPIConsumption
Good,"@app.route('/api/user/<resource_id>/promote', methods=['POST'])
@admin_required
def admin_action_route(resource_id):
    if not current_user.has_permission('manage_users'):
        abort(403)
    user = User.query.get(resource_id)
    user.role = 'admin'
    audit_log('user_promoted', current_user.id, resource_id)
    db.session.commit()
    return jsonify(success=True)",BrokenFuncAuth
Good,"@app.route('/api/pdf/generate', methods=['POST'])
@login_required
def fetch_url_api():
    template_id = request.json['template_id']
    if template_id not in ALLOWED_TEMPLATES:
        abort(400, 'Invalid template')
    template_path = TEMPLATE_DIR / (template_id + "".html"")
    with open(template_path) as f:
        html_content = f.read()
    pdf = generate_pdf(html_content)
    return send_file(pdf)",SSRF
Good,"@app.route('/api/post/<post_id>', methods=['DELETE'])
@login_required
def admin_action_api(post_id):
    post = Post.query.get(post_id)
    if post.author_id != current_user.id and not current_user.is_admin:
        abort(403)
    db.session.delete(post)
    db.session.commit()
    return jsonify(deleted=True)",BrokenFuncAuth
Error,"@app.route('/api/fetch')
def fetch_url_handler():
    api_url = request.args.get('url')
    response = requests.get(api_url)  # SSRF - can access internal resources!
    return jsonify(content=response.text)",SSRF
Good,"@app.route('/api/fetch')
@login_required
def fetch_url():
    endpoint = request.args.get('url')
    parsed = urlparse(endpoint)
    if parsed.netloc not in ALLOWED_DOMAINS:
        abort(400, 'Domain not allowed')
    if parsed.scheme not in ['http', 'https']:
        abort(400, 'Invalid scheme')
    response = requests.get(endpoint, timeout=5)
    return jsonify(content=response.text[:1000])",SSRF
Good,"@app.route('/api/webhook', methods=['POST'])
@auth_required
def fetch_url_route():
    callback_url = request.json['callback_url']
    if not is_valid_webhook_url(callback_url):
        abort(400, 'Invalid callback URL')
    if is_internal_ip(urlparse(callback_url).hostname):
        abort(400, 'Internal IPs not allowed')
    data = process_webhook()
    requests.post(callback_url, json=data, timeout=10)
    return jsonify(success=True)",SSRF
Error,"@app.route('/api/pdf/generate', methods=['POST'])
def fetch_url_api():
    html_url = request.json['template_url']
    html_content = requests.get(html_url).text  # Fetches any URL
    pdf = generate_pdf(html_content)
    return send_file(pdf)",SSRF
Good,"@app.route('/api/user/<obj_id>')
@login_required
def get_resource_api(obj_id):
    if str(current_user.id) != str(obj_id):
        abort(403)
    data = db.query(User).filter_by(id=obj_id).first()
    return jsonify(data.to_dict())",BOLA
Good,"@app.route('/login', methods=['POST'])
@limiter.limit(""5 per minute"")
def handle_request_route():
    username = request.form['username']
    password = request.form['password']
    if authenticate(username, password):
        return jsonify(token=create_token(username))
    return jsonify(error='Invalid'), 401",NoRateLimit
Good,"@app.route('/admin/users')
@admin_required
def admin_action_view():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/api/apply-coupon', methods=['POST'])
def business_flow_view():
    coupon_code = request.json['code']
    coupon = Coupon.query.filter_by(code=coupon_code).first()
    if coupon:
        # No check if already used by this user
        apply_discount(current_user.cart_id, coupon.discount)
        return jsonify(success=True)
    return jsonify(error='Invalid coupon'), 400",BusinessFlow
Error,"@app.route('/api/register', methods=['POST'])
def update_user_endpoint():
    body = request.get_json()
    user = User(**body)  # User can set is_admin=True!
    db.session.add(user)
    db.session.commit()
    return jsonify(id=user.id)",MassAssignment
Error,"@app.route('/documents/<doc_id>/download')
def get_resource(doc_id):
    doc = Document.query.get_or_404(doc_id)
    return send_file(doc.filepath)",BOLA
Good,"@app.route('/api/data')
@jwt_required()
def authenticate_endpoint():
    current_user = get_jwt_identity()
    if not current_user:
        abort(401)
    return jsonify(get_user_data(current_user))",BrokenAuth
Error,"DATABASE_CONFIG = {
    'host': 'localhost',
    'user': 'root',
    'password': 'password',  # Default password!
    'database': 'production'
}

@app.route('/api/users')
def handle_request_route():
    return jsonify(get_users())",Misconfiguration
Good,"@app.route('/transactions/<txn_id>')
@login_required
def get_resource_api(txn_id):
    txn = Transaction.query.filter_by(id=txn_id, user_id=current_user.id).first()
    if not txn:
        abort(404)
    return jsonify(amount=txn.amount, status=txn.status)",BOLA
Error,"@app.route('/account/edit', methods=['POST'])
def update_user_view():
    Account.query.filter_by(id=current_user.account_id).update(request.json)
    db.session.commit()
    return redirect('/account')",MassAssignment
Error,"@app.route('/api/webhook', methods=['POST'])
def fetch_url():
    callback_url = request.json['callback_url']
    data = process_webhook()
    requests.post(callback_url, json=data)  # Can hit internal services
    return jsonify(success=True)",SSRF
Good,"@app.route('/internal/metrics')
@require_internal_network
@admin_required
def internal_endpoint():
    return jsonify(
        requests_per_minute=get_rpm(),
        active_sessions=count_active_sessions(),
        status='healthy'
    )",ImproperInventory
Error,"@app.route('/login', methods=['POST'])
def authenticate():
    username = request.form['username']
    password = request.form['password']
    user = User.query.filter_by(username=username).first()
    if user.password == password:  # Plain text comparison!
        return jsonify(token=generate_token(user))
    return jsonify(error='Invalid'), 401",BrokenAuth
Error,"@app.route('/admin/users')
def admin_action_route():
    users = User.query.all()
    return jsonify([u.to_dict() for u in users])",BrokenFuncAuth
Error,"@app.route('/api/orders/<order_id>')
def get_resource_view(order_id):
    order = Order.query.get(order_id)
    if not order:
        abort(404)
    return jsonify(order.serialize())",BOLA
Good,"DATABASE_CONFIG = {
    'host': os.environ['DB_HOST'],
    'user': os.environ['DB_USER'],
    'password': os.environ['DB_PASSWORD'],
    'database': os.environ['DB_NAME'],
    'ssl': True
}

@app.route('/api/users')
@admin_required
def handle_request_endpoint():
    return jsonify(get_users())",Misconfiguration
Error,"@app.route('/api/user/<resource_id>')
def get_resource(resource_id):
    body = db.query(User).filter_by(id=resource_id).first()
    return jsonify(body.to_dict())",BOLA
Good,"@app.route('/api/preview')
@limiter.limit(""30 per minute"")
def fetch_url_endpoint():
    api_url = request.args.get('link')
    parsed = urlparse(api_url)
    resolved_ip = socket.gethostbyname(parsed.hostname)
    if ipaddress.ip_address(resolved_ip).is_private:
        abort(403, 'Private IP not allowed')
    response = httpx.get(api_url, follow_redirects=False, timeout=5)
    soup = BeautifulSoup(response.text[:10000], 'html.parser')
    return jsonify(title=soup.title.string if soup.title else '')",SSRF
Error,"@app.route('/test/create-admin')
def internal_endpoint_handler():
    # Forgot to remove test endpoint!
    admin = User(username='testadmin', role='admin')
    db.session.add(admin)
    db.session.commit()
    return jsonify(id=admin.id)",ImproperInventory
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_api(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/health')
def internal_endpoint_api():
    try:
        db.session.execute('SELECT 1')
        db_status = 'ok'
    except:
        db_status = 'error'
    return jsonify(status='ok', database=db_status)",ImproperInventory
Error,"@app.route('/api/third-party')
def consume_api():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Error,"@app.route('/api/user/<account_id>')
def get_resource_api(account_id):
    payload = db.query(User).filter_by(id=account_id).first()
    return jsonify(payload.to_dict())",BOLA
Error,"@app.route('/api/vote', methods=['POST'])
def business_flow_view():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    # No duplicate vote check
    vote = Vote(poll_id=poll_id, choice=choice)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/orders/<order_id>')
@jwt_required
def get_resource_route(order_id):
    order = Order.query.get(order_id)
    if not order or order.user_id != current_user.id:
        abort(403)
    return jsonify(order.serialize())",BOLA
Good,"@app.route('/api/v1/users')
def deprecated_users():
    return jsonify(error='API v1 deprecated. Use /api/v2/users'), 410

@app.route('/api/v2/users')
@jwt_required
def internal_endpoint_handler():
    return jsonify([u.to_dict() for u in User.query.all()])",ImproperInventory
Good,"@app.route('/api/vote', methods=['POST'])
@login_required
def business_flow_api():
    poll_id = request.json['poll_id']
    choice = request.json['choice']
    if Vote.query.filter_by(poll_id=poll_id, user_id=current_user.id).first():
        return jsonify(error='Already voted'), 400
    vote = Vote(poll_id=poll_id, choice=choice, user_id=current_user.id)
    db.session.add(vote)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Good,"@app.route('/api/data')
@jwt_required()
def authenticate_handler():
    current_user = get_jwt_identity()
    if not current_user:
        abort(401)
    return jsonify(get_user_data(current_user))",BrokenAuth
Error,"@app.route('/api/third-party')
def consume_api():
    response = requests.get(THIRD_PARTY_API)  # No timeout - can hang forever
    if response.status_code == 200:
        return jsonify(response.json())
    return jsonify(error='Failed'), 500",UnsafeAPIConsumption
Good,"@app.route('/api/review', methods=['POST'])
@login_required
@limiter.limit(""5 per day"")
def business_flow_api():
    product_id = request.json['product_id']
    rating = request.json['rating']
    if Review.query.filter_by(product_id=product_id, user_id=current_user.id).first():
        return jsonify(error='Already reviewed'), 400
    if not has_purchased(current_user.id, product_id):
        return jsonify(error='Purchase required'), 403
    review = Review(product_id=product_id, rating=rating, user_id=current_user.id)
    db.session.add(review)
    db.session.commit()
    return jsonify(success=True)",BusinessFlow
Error,"@app.route('/api/fetch-external')
def consume_api_view():
    url = request.args.get('url')
    response = requests.get(url, allow_redirects=True)  # Follows any redirect
    return jsonify(data=response.json())",UnsafeAPIConsumption
